userid,fcnname,actionid,actiontype,time,input,output,quizq,actualoutput,result,finalguess,
maojwu,EvenlyDividesIntoFirst,287,eval_input,2019-12-02 20:57:34,-2 and 4,true,,,,,
maojwu,EvenlyDividesIntoFirst,288,eval_input,2019-12-02 20:57:38,-2 and 5,false,,,,,
maojwu,EvenlyDividesIntoFirst,289,eval_input,2019-12-02 20:57:40,-2 and 6,true,,,,,
maojwu,EvenlyDividesIntoFirst,290,eval_input,2019-12-02 20:57:43,-2 and 7,false,,,,,
maojwu,EvenlyDividesIntoFirst,291,eval_input,2019-12-02 20:57:45,-2 and 8,true,,,,,
maojwu,EvenlyDividesIntoFirst,292,eval_input,2019-12-02 20:58:00,-2 and 0,true,,,,,
maojwu,EvenlyDividesIntoFirst,293,eval_input,2019-12-02 20:58:16,-1 and 0,true,,,,,
maojwu,EvenlyDividesIntoFirst,294,eval_input,2019-12-02 20:58:21,-3 and 0,true,,,,,
maojwu,EvenlyDividesIntoFirst,295,eval_input,2019-12-02 20:58:28,-3 and 1,false,,,,,
maojwu,EvenlyDividesIntoFirst,296,eval_input,2019-12-02 20:58:43,-2 and 1,false,,,,,
maojwu,EvenlyDividesIntoFirst,297,eval_input,2019-12-02 20:58:49,-2 and 2,true,,,,,
maojwu,EvenlyDividesIntoFirst,298,eval_input,2019-12-02 20:58:51,-2 and 4,true,,,,,
maojwu,EvenlyDividesIntoFirst,299,eval_input,2019-12-02 20:58:53,-2 and 5,false,,,,,
maojwu,EvenlyDividesIntoFirst,300,eval_input,2019-12-02 20:58:55,-2 and 6,true,,,,,
maojwu,EvenlyDividesIntoFirst,301,eval_input,2019-12-02 20:59:11,4 and 2,false,,,,,
maojwu,EvenlyDividesIntoFirst,302,eval_input,2019-12-02 20:59:27,1 and 2,true,,,,,
maojwu,EvenlyDividesIntoFirst,303,eval_input,2019-12-02 20:59:39,1 and 0,true,,,,,
maojwu,EvenlyDividesIntoFirst,304,eval_input,2019-12-02 20:59:41,1 and 1,true,,,,,
maojwu,EvenlyDividesIntoFirst,305,eval_input,2019-12-02 20:59:42,1 and 2,true,,,,,
maojwu,EvenlyDividesIntoFirst,306,eval_input,2019-12-02 20:59:50,1 and 3,true,,,,,
maojwu,EvenlyDividesIntoFirst,307,eval_input,2019-12-02 21:00:00,2 and 1,false,,,,,
maojwu,EvenlyDividesIntoFirst,308,eval_input,2019-12-02 21:00:03,2 and 12,true,,,,,
maojwu,EvenlyDividesIntoFirst,309,eval_input,2019-12-02 21:00:06,2 and 2,true,,,,,
maojwu,EvenlyDividesIntoFirst,310,eval_input,2019-12-02 21:00:08,2 and 3,false,,,,,
maojwu,EvenlyDividesIntoFirst,311,eval_input,2019-12-02 21:00:10,2 and 3,false,,,,,
maojwu,EvenlyDividesIntoFirst,312,eval_input,2019-12-02 21:00:13,2 and 4,true,,,,,
maojwu,EvenlyDividesIntoFirst,313,eval_input,2019-12-02 21:00:24,2 and 5,false,,,,,
maojwu,EvenlyDividesIntoFirst,314,eval_input,2019-12-02 21:00:31,2 and 0,true,,,,,
maojwu,EvenlyDividesIntoFirst,315,eval_input,2019-12-02 21:00:36,3 and 0,true,,,,,
maojwu,EvenlyDividesIntoFirst,316,eval_input,2019-12-02 21:00:43,3 and 1,false,,,,,
maojwu,EvenlyDividesIntoFirst,317,eval_input,2019-12-02 21:01:17,3 and 2,false,,,,,
maojwu,EvenlyDividesIntoFirst,318,eval_input,2019-12-02 21:01:24,3 and 3,true,,,,,
maojwu,EvenlyDividesIntoFirst,319,eval_input,2019-12-02 21:01:28,3 and 4,false,,,,,
maojwu,EvenlyDividesIntoFirst,320,eval_input,2019-12-02 21:01:41,3 and 1,false,,,,,
maojwu,EvenlyDividesIntoFirst,321,eval_input,2019-12-02 21:01:55,0 and 1,false,,,,,
maojwu,EvenlyDividesIntoFirst,322,eval_input,2019-12-02 21:02:01,0 and 2,false,,,,,
maojwu,EvenlyDividesIntoFirst,323,eval_input,2019-12-02 21:02:03,0 and 3,false,,,,,
maojwu,EvenlyDividesIntoFirst,324,eval_input,2019-12-02 21:02:06,0 and 4,false,,,,,
maojwu,EvenlyDividesIntoFirst,325,eval_input,2019-12-02 21:02:09,0 and 43,false,,,,,
maojwu,EvenlyDividesIntoFirst,326,eval_input,2019-12-02 21:02:27,3 and 2,false,,,,,
maojwu,EvenlyDividesIntoFirst,327,eval_input,2019-12-02 21:02:32,3 and 3,true,,,,,
maojwu,EvenlyDividesIntoFirst,328,eval_input,2019-12-02 21:02:34,3 and 4,false,,,,,
maojwu,EvenlyDividesIntoFirst,329,eval_input,2019-12-02 21:02:37,3 and 5,false,,,,,
maojwu,EvenlyDividesIntoFirst,330,eval_input,2019-12-02 21:02:41,3 and 6,true,,,,,
maojwu,EvenlyDividesIntoFirst,331,eval_input,2019-12-02 21:02:48,3 and 7,false,,,,,
maojwu,EvenlyDividesIntoFirst,332,eval_input,2019-12-02 21:02:50,3 and 8,false,,,,,
maojwu,EvenlyDividesIntoFirst,333,eval_input,2019-12-02 21:02:54,3 and 24,true,,,,,
maojwu,EvenlyDividesIntoFirst,334,eval_input,2019-12-02 21:03:05,2 and 24,true,,,,,
maojwu,EvenlyDividesIntoFirst,335,eval_input,2019-12-02 21:03:12,2 and 0,true,,,,,
maojwu,EvenlyDividesIntoFirst,336,eval_input,2019-12-02 21:03:20,2 and 35,false,,,,,
maojwu,EvenlyDividesIntoFirst,337,eval_input,2019-12-02 21:03:25,5 and 35,true,,,,,
maojwu,EvenlyDividesIntoFirst,338,eval_input,2019-12-02 21:03:28,35 and 35,true,,,,,
maojwu,EvenlyDividesIntoFirst,339,eval_input,2019-12-02 21:03:33,35 and 5,false,,,,,
maojwu,EvenlyDividesIntoFirst,340,eval_input,2019-12-02 21:03:38,35 and 7,false,,,,,
maojwu,EvenlyDividesIntoFirst,341,eval_input,2019-12-02 21:03:47,35 and 70,true,,,,,
maojwu,EvenlyDividesIntoFirst,342,eval_input,2019-12-02 21:05:11,2 and 70,true,,,,,
maojwu,EvenlyDividesIntoFirst,343,eval_input,2019-12-02 21:05:15,3 and 70,false,,,,,
maojwu,EvenlyDividesIntoFirst,344,quiz_answer,2019-12-02 21:05:57,"2,8",true,0,true,true,,
maojwu,EvenlyDividesIntoFirst,345,quiz_answer,2019-12-02 21:06:03,"8,2",false,1,false,true,,
maojwu,EvenlyDividesIntoFirst,346,quiz_answer,2019-12-02 21:06:09,"2,0",true,2,true,true,,
maojwu,EvenlyDividesIntoFirst,347,final_answer,2019-12-02 21:06:13,,,,,,"if the second number is the first number's multiple, then the result is true,  otherwise, the result is false",
maojwu,Average,348,eval_input,2019-12-02 21:06:23,1,1,,,,,
maojwu,Average,349,eval_input,2019-12-02 21:06:50,1 3,2,,,,,
maojwu,Average,350,eval_input,2019-12-02 21:06:53,1 4,2.5,,,,,
maojwu,Average,351,eval_input,2019-12-02 21:06:59,1 0,0.5,,,,,
maojwu,Average,352,eval_input,2019-12-02 21:07:06,1 1,1,,,,,
maojwu,Average,353,eval_input,2019-12-02 21:07:09,1 2,1.5,,,,,
maojwu,Average,354,eval_input,2019-12-02 21:07:16,1 3,2,,,,,
maojwu,Average,355,eval_input,2019-12-02 21:07:28,1 4,2.5,,,,,
maojwu,Average,356,eval_input,2019-12-02 21:07:33,1 5,3,,,,,
maojwu,Average,357,eval_input,2019-12-02 21:07:55,2 5,3.5,,,,,
maojwu,Average,358,eval_input,2019-12-02 21:08:04,5 5,5,,,,,
maojwu,Average,359,eval_input,2019-12-02 21:09:01,0 0,0,,,,,
maojwu,Average,360,eval_input,2019-12-02 21:09:12,8 6,7,,,,,
maojwu,Average,361,quiz_answer,2019-12-02 21:10:14,1 8 24,16,0,11,false,,
maojwu,Average,362,eval_input,2019-12-02 21:10:36,1 1 1,1,,,,,
maojwu,Average,363,eval_input,2019-12-02 21:10:57,2 2 2,2,,,,,
maojwu,Average,364,eval_input,2019-12-02 21:11:18,1 2 3,2,,,,,
maojwu,Average,365,eval_input,2019-12-02 21:12:15,1 2 3 4 5,3,,,,,
maojwu,Average,366,quiz_answer,2019-12-02 21:13:15,1 8 24,11,0,11,true,,
maojwu,Average,367,quiz_answer,2019-12-02 21:13:21,8 1 24,11,1,11,true,,
maojwu,Average,368,quiz_answer,2019-12-02 21:13:34,1 2 3 14,5,2,5,true,,
maojwu,Average,369,final_answer,2019-12-02 21:13:35,,,,,,"the sum of the number in the blanket to divide the numbers of the number in the blanket
",
maojwu,Induced,370,eval_input,2019-12-02 21:13:42,6,15,,,,,
maojwu,Induced,371,eval_input,2019-12-02 21:13:46,0,0,,,,,
maojwu,Induced,372,eval_input,2019-12-02 21:13:49,-1,1,,,,,
maojwu,Induced,373,eval_input,2019-12-02 21:13:57,-2,3,,,,,
maojwu,Induced,374,eval_input,2019-12-02 21:14:02,-3,6,,,,,
maojwu,Induced,375,eval_input,2019-12-02 21:14:06,-4,10,,,,,
maojwu,Induced,376,eval_input,2019-12-02 21:14:11,1,0,,,,,
maojwu,Induced,377,eval_input,2019-12-02 21:14:14,2,1,,,,,
maojwu,Induced,378,eval_input,2019-12-02 21:14:18,3,3,,,,,
maojwu,Induced,379,eval_input,2019-12-02 21:14:35,4,6,,,,,
maojwu,Induced,380,eval_input,2019-12-02 21:14:51,5,10,,,,,
maojwu,Induced,381,eval_input,2019-12-02 21:14:56,56,1540,,,,,
maojwu,Induced,382,eval_input,2019-12-02 21:14:58,6,15,,,,,
maojwu,Induced,383,eval_input,2019-12-02 21:16:00,7,21,,,,,
maojwu,Induced,384,quiz_answer,2019-12-02 21:18:31,11,55,0,55,true,,
maojwu,Induced,385,quiz_answer,2019-12-02 21:18:57,9,36,1,36,true,,
maojwu,Induced,386,quiz_answer,2019-12-02 21:19:04,6,15,2,15,true,,
maojwu,Induced,387,final_answer,2019-12-02 21:19:06,,,,,,"to add last number and its result
",
marghend,Induced,0,eval_input,2019-12-05 10:23:51,5,10,,,,,
marghend,Induced,1,eval_input,2019-12-05 10:23:54,56,1540,,,,,
marghend,Induced,2,eval_input,2019-12-05 10:23:57,6,15,,,,,
marghend,Induced,3,eval_input,2019-12-05 10:24:03,4,6,,,,,
marghend,Induced,4,eval_input,2019-12-05 10:24:11,1,0,,,,,
marghend,Induced,5,eval_input,2019-12-05 10:24:14,2,1,,,,,
marghend,Induced,6,eval_input,2019-12-05 10:24:17,3,3,,,,,
marghend,Induced,7,eval_input,2019-12-05 10:24:22,4,6,,,,,
marghend,Induced,8,eval_input,2019-12-05 10:24:37,5,10,,,,,
marghend,Induced,9,eval_input,2019-12-05 10:24:49,6,15,,,,,
marghend,Induced,10,eval_input,2019-12-05 10:24:58,7,21,,,,,
marghend,Induced,11,eval_input,2019-12-05 10:26:28,8,28,,,,,
marghend,Induced,12,eval_input,2019-12-05 10:27:48,0,0,,,,,
marghend,Induced,13,quiz_answer,2019-12-05 10:38:25,11,51,0,55,false,,
marghend,Induced,14,eval_input,2019-12-05 10:38:59,9,36,,,,,
marghend,Induced,15,quiz_answer,2019-12-05 10:40:21,11,55,0,55,true,,
marghend,Induced,16,quiz_answer,2019-12-05 10:40:28,9,36,1,36,true,,
marghend,Induced,17,quiz_answer,2019-12-05 10:40:33,6,15,2,15,true,,
marghend,Induced,18,final_answer,2019-12-05 10:40:36,,,,,,"If the input increases by 1 each time, the output is equal to the previous output plus the previous input (AKA the current input - 1).",
marghend,SumBetween,19,eval_input,2019-12-05 10:41:12,1 and 1,1,,,,,
marghend,SumBetween,20,eval_input,2019-12-05 10:41:16,1 and 2,3,,,,,
marghend,SumBetween,21,eval_input,2019-12-05 10:41:20,1 and 3,6,,,,,
marghend,SumBetween,22,eval_input,2019-12-05 10:41:27,1 and 4,10,,,,,
marghend,SumBetween,23,eval_input,2019-12-05 10:41:41,2 and 1,0,,,,,
marghend,SumBetween,24,eval_input,2019-12-05 10:41:45,2 and 2,2,,,,,
marghend,SumBetween,25,eval_input,2019-12-05 10:41:57,2 and 3,5,,,,,
marghend,SumBetween,26,eval_input,2019-12-05 10:42:17,2 and 4,9,,,,,
marghend,SumBetween,27,eval_input,2019-12-05 10:43:29,4 and 2,0,,,,,
marghend,SumBetween,28,eval_input,2019-12-05 10:43:35,5 and 2,0,,,,,
marghend,SumBetween,29,eval_input,2019-12-05 10:43:38,5 and 4,0,,,,,
marghend,SumBetween,30,eval_input,2019-12-05 10:43:47,5 and 5,5,,,,,
marghend,SumBetween,31,eval_input,2019-12-05 10:43:56,5 and 6,11,,,,,
marghend,SumBetween,32,eval_input,2019-12-05 10:46:50,3 and 3,3,,,,,
marghend,SumBetween,33,eval_input,2019-12-05 10:47:00,3 and 4,7,,,,,
marghend,SumBetween,34,eval_input,2019-12-05 10:47:18,4 and 3,0,,,,,
marghend,SumBetween,35,eval_input,2019-12-05 10:47:24,5 and 3,0,,,,,
marghend,SumBetween,36,eval_input,2019-12-05 10:47:27,7 and 3,0,,,,,
marghend,SumBetween,37,eval_input,2019-12-05 10:47:44,3 and 4,7,,,,,
marghend,SumBetween,38,eval_input,2019-12-05 10:47:48,5 and 6,11,,,,,
marghend,SumBetween,39,eval_input,2019-12-05 10:47:52,7 and 8,15,,,,,
marghend,SumBetween,40,eval_input,2019-12-05 10:48:13,2 and 4,9,,,,,
marghend,SumBetween,41,eval_input,2019-12-05 10:48:27,2 and 2,2,,,,,
marghend,SumBetween,42,eval_input,2019-12-05 10:48:30,2 and 3,5,,,,,
marghend,SumBetween,43,eval_input,2019-12-05 10:48:50,2 and 4,9,,,,,
marghend,SumBetween,44,eval_input,2019-12-05 10:49:07,3 and 5,12,,,,,
marghend,SumBetween,45,eval_input,2019-12-05 10:50:41,5 and 7,18,,,,,
marghend,SumBetween,46,eval_input,2019-12-05 10:50:56,2 and 5,14,,,,,
marghend,SumBetween,47,quiz_answer,2019-12-05 10:52:44,"2,5",16,0,14,false,,
marghend,SumBetween,48,eval_input,2019-12-05 10:52:53,2 and 5,14,,,,,
marghend,SumBetween,49,quiz_answer,2019-12-05 10:54:00,"2,5",14,0,14,true,,
marghend,SumBetween,50,quiz_answer,2019-12-05 10:54:11,"5,2",0,1,0,true,,
marghend,SumBetween,51,quiz_answer,2019-12-05 10:54:58,"-2,3",-7,2,3,false,,
marghend,SumBetween,52,eval_input,2019-12-05 10:55:05,-2 and 3,3,,,,,
marghend,SumBetween,53,eval_input,2019-12-05 10:55:56,-3 and 3,0,,,,,
marghend,SumBetween,54,eval_input,2019-12-05 10:56:03,-4 and 3,-4,,,,,
marghend,SumBetween,55,eval_input,2019-12-05 10:56:09,-5 and 3,-9,,,,,
marghend,SumBetween,56,eval_input,2019-12-05 10:56:56,-6 and 3,-15,,,,,
marghend,SumBetween,57,eval_input,2019-12-05 10:57:10,-6 and 4,-11,,,,,
marghend,SumBetween,58,eval_input,2019-12-05 10:57:42,3 and -3,0,,,,,
marghend,SumBetween,59,eval_input,2019-12-05 10:57:47,-3 and -3,-3,,,,,
marghend,SumBetween,60,eval_input,2019-12-05 10:57:51,-3 and 2,-3,,,,,
marghend,SumBetween,61,eval_input,2019-12-05 10:58:08,-3 and 3,0,,,,,
marghend,SumBetween,62,eval_input,2019-12-05 10:58:13,-3 and 4,4,,,,,
marghend,SumBetween,63,eval_input,2019-12-05 10:58:17,-3 and 5,9,,,,,
marghend,SumBetween,64,eval_input,2019-12-05 11:00:56,-3 and 6,15,,,,,
marghend,SumBetween,65,eval_input,2019-12-05 11:02:16,-3 and 7,22,,,,,
marghend,SumBetween,66,quiz_answer,2019-12-05 11:03:19,"2,5",14,0,14,true,,
marghend,SumBetween,67,quiz_answer,2019-12-05 11:03:23,"5,2",0,1,0,true,,
marghend,SumBetween,68,quiz_answer,2019-12-05 11:04:18,"-2,3",2,2,3,false,,
marghend,SumBetween,69,eval_input,2019-12-05 11:04:26,-2 and 3,3,,,,,
marghend,SumBetween,70,quiz_answer,2019-12-05 11:08:04,"2,5",14,0,14,true,,
marghend,SumBetween,71,quiz_answer,2019-12-05 11:08:07,"5,2",0,1,0,true,,
marghend,SumBetween,72,quiz_answer,2019-12-05 11:08:13,"-2,3",3,2,3,true,,
marghend,SumBetween,73,final_answer,2019-12-05 11:08:15,,,,,,Output = (y (y - |x|) - (?),
marghend,Average,74,eval_input,2019-12-05 11:09:05,1 2,1.5,,,,,
marghend,Average,75,eval_input,2019-12-05 11:09:13,1 3,2,,,,,
marghend,Average,76,eval_input,2019-12-05 11:09:16,1 4,2.5,,,,,
marghend,Average,77,eval_input,2019-12-05 11:09:21,1 2 3,2,,,,,
marghend,Average,78,eval_input,2019-12-05 11:09:26,1 5,3,,,,,
marghend,Average,79,eval_input,2019-12-05 11:09:34,1 7,4,,,,,
marghend,Average,80,eval_input,2019-12-05 11:10:01,-1 1,0,,,,,
marghend,Average,81,eval_input,2019-12-05 11:10:56,1 2 7,3.33333333333333,,,,,
marghend,Average,82,eval_input,2019-12-05 11:11:13,1 3 7,3.66666666666667,,,,,
marghend,Average,83,quiz_answer,2019-12-05 11:12:08,1 8 24,3,0,11,false,,
marghend,Average,84,eval_input,2019-12-05 11:12:29,1 8 2 4,3.75,,,,,
marghend,Average,85,quiz_answer,2019-12-05 11:12:49,1 8 24,3,0,11,false,,
marghend,Average,86,quiz_answer,2019-12-05 11:13:26,1 8 24,3,0,11,false,,
marghend,Average,87,final_answer,2019-12-05 11:13:27,,,,,,This function outputs the average value of the inputs.,
marghend,SumParityInt,88,eval_input,2019-12-05 11:13:39,1 2 3 4,0,,,,,
marghend,SumParityInt,89,eval_input,2019-12-05 11:13:45,1 2 3,0,,,,,
marghend,SumParityInt,90,eval_input,2019-12-05 11:13:52,1 3,0,,,,,
marghend,SumParityInt,91,eval_input,2019-12-05 11:13:54,1 6,1,,,,,
marghend,SumParityInt,92,eval_input,2019-12-05 11:14:03,1 8,1,,,,,
marghend,SumParityInt,93,eval_input,2019-12-05 11:14:19,2 8,0,,,,,
marghend,SumParityInt,94,eval_input,2019-12-05 11:14:26,2 5,1,,,,,
marghend,SumParityInt,95,eval_input,2019-12-05 11:14:30,2 4,0,,,,,
marghend,SumParityInt,96,eval_input,2019-12-05 11:14:40,1 10,1,,,,,
marghend,SumParityInt,97,eval_input,2019-12-05 11:14:45,1 8,1,,,,,
marghend,SumParityInt,98,eval_input,2019-12-05 11:14:48,1 7,0,,,,,
marghend,SumParityInt,99,eval_input,2019-12-05 11:14:53,1 6,1,,,,,
marghend,SumParityInt,100,eval_input,2019-12-05 11:14:55,1 5,0,,,,,
marghend,SumParityInt,101,eval_input,2019-12-05 11:15:09,2 4,0,,,,,
marghend,SumParityInt,102,eval_input,2019-12-05 11:15:36,1 4 5,0,,,,,
marghend,SumParityInt,103,eval_input,2019-12-05 11:15:42,1 4 6,1,,,,,
marghend,SumParityInt,105,eval_input,2019-12-05 11:15:53,empty,0,,,,,
marghend,SumParityInt,104,eval_input,2019-12-05 11:15:53,1 4 6 8,1,,,,,
marghend,SumParityInt,106,eval_input,2019-12-05 11:15:57,1 4 6 7,0,,,,,
marghend,SumParityInt,107,eval_input,2019-12-05 11:18:05,1 3 7,1,,,,,
marghend,SumParityInt,108,eval_input,2019-12-05 11:18:11,1 3,0,,,,,
marghend,SumParityInt,109,eval_input,2019-12-05 11:18:19,1 3 6,0,,,,,
marghend,SumParityInt,110,eval_input,2019-12-05 11:18:38,1 1,0,,,,,
marghend,SumParityInt,111,eval_input,2019-12-05 11:18:41,1 2,1,,,,,
marghend,SumParityInt,112,eval_input,2019-12-05 11:18:43,1 3,0,,,,,
marghend,SumParityInt,113,eval_input,2019-12-05 11:18:45,1 4,1,,,,,
marghend,SumParityInt,114,eval_input,2019-12-05 11:18:47,1 5,0,,,,,
marghend,SumParityInt,115,eval_input,2019-12-05 11:18:48,1 6,1,,,,,
marghend,SumParityInt,116,eval_input,2019-12-05 11:19:04,2 1,1,,,,,
marghend,SumParityInt,117,eval_input,2019-12-05 11:19:16,2 2,0,,,,,
marghend,SumParityInt,118,eval_input,2019-12-05 11:19:18,2 3,1,,,,,
marghend,SumParityInt,119,eval_input,2019-12-05 11:19:20,2 4,0,,,,,
marghend,SumParityInt,120,eval_input,2019-12-05 11:19:37,1 1 1,1,,,,,
marghend,SumParityInt,121,eval_input,2019-12-05 11:19:46,1 1 2,0,,,,,
marghend,SumParityInt,122,eval_input,2019-12-05 11:19:55,1 2 1,0,,,,,
marghend,SumParityInt,123,eval_input,2019-12-05 11:19:58,1 2 2,1,,,,,
marghend,SumParityInt,124,eval_input,2019-12-05 11:20:03,2 1 1,0,,,,,
marghend,SumParityInt,125,eval_input,2019-12-05 11:20:11,2 2 1,1,,,,,
marghend,SumParityInt,126,eval_input,2019-12-05 11:20:13,2 2 2,0,,,,,
marghend,SumParityInt,127,eval_input,2019-12-05 11:20:29,1 1 1 1,0,,,,,
marghend,SumParityInt,128,eval_input,2019-12-05 11:20:33,1 1 1 2,1,,,,,
marghend,SumParityInt,129,eval_input,2019-12-05 11:20:47,1 1 2 2,0,,,,,
marghend,SumParityInt,130,eval_input,2019-12-05 11:20:54,1 1 2 1,1,,,,,
marghend,SumParityInt,131,eval_input,2019-12-05 11:20:58,1 7 7 7,0,,,,,
marghend,SumParityInt,132,eval_input,2019-12-05 11:21:00,1 7 7 6,1,,,,,
marghend,SumParityInt,133,eval_input,2019-12-05 11:21:19,2 6 8 1,1,,,,,
marghend,SumParityInt,134,eval_input,2019-12-05 11:21:32,1 5 2,0,,,,,
marghend,SumParityInt,135,eval_input,2019-12-05 11:21:41,2 2 2 1,1,,,,,
marghend,SumParityInt,136,eval_input,2019-12-05 11:21:48,2 2 1,1,,,,,
marghend,SumParityInt,137,eval_input,2019-12-05 11:21:51,2 1 1,0,,,,,
marghend,SumParityInt,138,eval_input,2019-12-05 11:22:04,1 1 1 1 1,1,,,,,
marghend,SumParityInt,139,eval_input,2019-12-05 11:22:08,1 1 1 1 2,0,,,,,
marghend,SumParityInt,140,eval_input,2019-12-05 11:22:13,1 1 1 2 2,1,,,,,
marghend,SumParityInt,141,quiz_answer,2019-12-05 11:22:42,333,0,0,1,false,,
marghend,SumParityInt,142,eval_input,2019-12-05 11:22:53,3 3 3,1,,,,,
marghend,SumParityInt,143,eval_input,2019-12-05 11:23:08,1 1 1,1,,,,,
marghend,SumParityInt,144,eval_input,2019-12-05 11:23:27,3 3 3,1,,,,,
marghend,SumParityInt,145,eval_input,2019-12-05 11:23:33,3 3 3 1,0,,,,,
marghend,SumParityInt,146,eval_input,2019-12-05 11:23:41,3 3 3 1,0,,,,,
marghend,SumParityInt,147,eval_input,2019-12-05 11:23:49,2 2 2 3,1,,,,,
marghend,SumParityInt,148,eval_input,2019-12-05 11:23:59,3 3 3 3,0,,,,,
marghend,SumParityInt,149,eval_input,2019-12-05 11:24:10,2 2 3,1,,,,,
marghend,SumParityInt,150,eval_input,2019-12-05 11:24:18,3 3 3,1,,,,,
marghend,SumParityInt,151,eval_input,2019-12-05 11:24:27,2 2,0,,,,,
marghend,SumParityInt,152,eval_input,2019-12-05 11:24:39,4 4 4 4,0,,,,,
marghend,SumParityInt,153,eval_input,2019-12-05 11:24:44,5 5 5 5,0,,,,,
marghend,SumParityInt,154,quiz_answer,2019-12-05 11:25:10,333,1,0,1,true,,
marghend,SumParityInt,155,quiz_answer,2019-12-05 11:25:19,-8 3,1,1,1,true,,
marghend,SumParityInt,156,quiz_answer,2019-12-05 11:25:28,1 0 1,0,2,0,true,,
marghend,SumParityInt,157,final_answer,2019-12-05 11:25:30,,,,,,This function outputs a 1 or a 0 based on the number of odd or even numbers in the input.,
marghend,EvenlyDividesIntoFirst,158,eval_input,2019-12-05 11:25:50,1 and 1,true,,,,,
marghend,EvenlyDividesIntoFirst,159,eval_input,2019-12-05 11:25:53,1 and 2,true,,,,,
marghend,EvenlyDividesIntoFirst,160,eval_input,2019-12-05 11:25:56,1 and 3,true,,,,,
marghend,EvenlyDividesIntoFirst,161,eval_input,2019-12-05 11:25:59,2 and 3,false,,,,,
marghend,EvenlyDividesIntoFirst,162,eval_input,2019-12-05 11:26:12,3 and 4,false,,,,,
marghend,EvenlyDividesIntoFirst,163,eval_input,2019-12-05 11:26:18,4 and 5,false,,,,,
marghend,EvenlyDividesIntoFirst,164,eval_input,2019-12-05 11:26:24,4 and 10,false,,,,,
marghend,EvenlyDividesIntoFirst,165,eval_input,2019-12-05 11:26:27,4 and 9,false,,,,,
marghend,EvenlyDividesIntoFirst,166,eval_input,2019-12-05 11:26:51,2 and 1,false,,,,,
marghend,EvenlyDividesIntoFirst,167,eval_input,2019-12-05 11:27:40,5 and 4,false,,,,,
marghend,EvenlyDividesIntoFirst,168,eval_input,2019-12-05 11:27:43,5 and 5,true,,,,,
marghend,EvenlyDividesIntoFirst,169,eval_input,2019-12-05 11:27:45,5 and 3,false,,,,,
marghend,EvenlyDividesIntoFirst,170,eval_input,2019-12-05 11:27:48,5 and 7,false,,,,,
marghend,EvenlyDividesIntoFirst,171,eval_input,2019-12-05 11:28:53,5 and 10,true,,,,,
marghend,EvenlyDividesIntoFirst,172,quiz_answer,2019-12-05 11:29:10,"2,8",true,0,true,true,,
marghend,EvenlyDividesIntoFirst,173,quiz_answer,2019-12-05 11:29:14,"8,2",false,1,false,true,,
marghend,EvenlyDividesIntoFirst,174,quiz_answer,2019-12-05 11:29:17,"2,0",false,2,true,false,,
marghend,EvenlyDividesIntoFirst,175,final_answer,2019-12-05 11:29:24,,,,,,"The output reads ""true"" if y is divisible by x.",
matshish,EvenlyDividesIntoFirst,0,eval_input,2019-12-09 18:54:25,6 and 6,true,,,,,
matshish,EvenlyDividesIntoFirst,1,eval_input,2019-12-09 18:54:27,6 and 6,true,,,,,
matshish,EvenlyDividesIntoFirst,2,eval_input,2019-12-09 18:57:21,6 and 6,true,,,,,
matshish,EvenlyDividesIntoFirst,3,eval_input,2019-12-09 18:57:24,6 and 6,true,,,,,
matshish,EvenlyDividesIntoFirst,4,eval_input,2019-12-09 18:57:27,6 and 6,true,,,,,
matshish,EvenlyDividesIntoFirst,5,quiz_answer,2019-12-09 18:58:12,"8,2",true,0,true,true,,
matshish,EvenlyDividesIntoFirst,6,quiz_answer,2019-12-09 18:58:20,"2,8",true,1,false,false,,
matshish,EvenlyDividesIntoFirst,7,final_answer,2019-12-09 18:58:25,,,,,,"6
",
matshish,Induced,8,eval_input,2019-12-09 18:59:02,1,0,,,,,
matshish,Induced,9,quiz_answer,2019-12-09 19:00:38,11,17,0,55,false,,
matshish,Induced,10,final_answer,2019-12-09 19:00:39,,,,,,6,
matshish,Median,11,eval_input,2019-12-09 19:09:09,1 2 3,2,,,,,
matshish,Median,12,eval_input,2019-12-09 19:09:19,1 2 3 4,2.5,,,,,
matshish,Median,13,quiz_answer,2019-12-09 19:10:07,1 8 24,11,0,8,false,,
matshish,Median,14,final_answer,2019-12-09 19:10:12,,,,,,sum all divide by last number,
matshish,SumBetween,15,eval_input,2019-12-09 19:10:28,3 and 3,3,,,,,
matshish,SumBetween,16,quiz_answer,2019-12-09 19:10:59,"2,5",4,0,14,false,,
matshish,SumBetween,17,final_answer,2019-12-09 19:11:01,,,,,,divide by three,
matshish,SumParityInt,18,quiz_answer,2019-12-09 19:11:21,333,3,0,1,false,,
matshish,SumParityInt,19,final_answer,2019-12-09 19:11:22,,,,,,division,
mattroac,Median,0,eval_input,2019-12-06 15:12:27,1 2 3 4 5,3,,,,,
mattroac,Median,1,eval_input,2019-12-06 15:13:12,1 2 3,2,,,,,
mattroac,Median,2,eval_input,2019-12-06 15:13:20,1 2,1.5,,,,,
mattroac,Median,3,quiz_answer,2019-12-06 15:16:14,1 8 24,3,0,8,false,,
mattroac,Median,4,eval_input,2019-12-06 15:16:29,1 8 24,8,,,,,
